PG,SG,SF,PF,C,G,F,UTIL,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Geomean Ownership,Simulated ROI
36883378,36883549,36883520,36883398,36883412,36883363,36883368,36883359,263.08,245.7068,264.2068,283.4568,294.4943,311.7068,331.9643,295.72,34.83751071,0.416341798
36883520,36883363,36883425,36883418,36883389,36883549,36883368,36883361,259.2,240.7001,260.9501,280.4501,290.9876,310.2001,330.4501,283.73,31.59845463,0.359332327
36883515,36883510,36883537,36883389,36883376,36883520,36883418,36883359,257.58,238.0497,259.2997,279.7997,290.0497,309.2997,333.5672,281.13,33.00662849,0.319095598
36883520,36883510,36883349,36883537,36883398,36883378,36883506,36883359,259.44,241.5985,260.8485,280.3485,290.8485,309.8485,328.6035,281.77,33.13431472,0.352462751
36883520,36883363,36883418,36883368,36883376,36883549,36883398,36883515,264.45,244.7846,264.3471,284.8471,296.1346,313.8471,333.8521,306.42,36.53325188,0.443602079
36883515,36883402,36883543,36883418,36883412,36883520,36883368,36883357,260.55,242.9194,262.4194,281.6694,291.9194,308.6819,325.9294,290.45,33.93479814,0.372160329
36883378,36883510,36883537,36883381,36883361,36883520,36883389,36883376,259.16,241.4067,260.9067,281.1567,291.9067,308.6692,333.9092,263.54,29.96298516,0.352393176
36883520,36883429,36883418,36883389,36883359,36883378,36883425,36883376,260.23,242.2431,262.4931,282.4931,292.7806,310.7431,332.7456,267.07,27.65387747,0.360634807
36883520,36883363,36883418,36883389,36883359,36883510,36883398,36883376,261.12,241.8653,261.1153,281.1153,291.3653,309.1153,332.3703,290.18,34.38999736,0.37782865
36883520,36883460,36883381,36883418,36883376,36883515,36883398,36883361,259.27,239.5393,259.5393,279.0393,290.0393,307.2893,327.7918,260.24,27.6884257,0.354716188
36883378,36883363,36883520,36883368,36883398,36883510,36883506,36883389,262.18,244.0858,263.0858,282.5858,293.6233,309.3483,335.8458,300.96,35.92681507,0.392530562
36883402,36883510,36883506,36883368,36883357,36883520,36883412,36883359,257.66,240.8929,258.3929,276.6429,286.8929,305.4179,322.6429,276.63,32.69298147,0.321442847
36883520,36883402,36883483,36883389,36883361,36883378,36883412,36883376,260.99,243.4176,262.6676,282.4176,292.6676,308.9301,328.9201,266.33,30.87578446,0.380548524
36883378,36883429,36883543,36883506,36883357,36883520,36883418,36883376,261.28,245.0587,263.0587,283.0587,293.0587,309.5587,327.5662,289.06,31.86218805,0.377921208
36883378,36883402,36883418,36883506,36883359,36883515,36883368,36883398,259.62,240.2875,260.1,280.6,290.85,307.85,329.3525,288.24,35.183166,0.359003785
36883378,36883341,36883506,36883368,36883359,36883520,36883389,36883510,260.75,242.2461,262.4961,282.9961,293.0336,311.4961,333.5036,280.77,31.26421628,0.370522404
36883378,36883402,36883537,36883368,36883376,36883460,36883520,36883357,260.76,244.0668,263.1293,282.1293,292.3793,310.1418,330.1293,270.46,29.51319166,0.372629277
36883378,36883549,36883506,36883398,36883359,36883520,36883381,36883361,261.43,242.957,262.2695,282.5195,293.0195,311.7695,331.5245,285.58,32.99779356,0.388277753
36883520,36883363,36883506,36883398,36883359,36883378,36883368,36883412,261.78,243.8106,262.5606,282.8106,293.3481,309.8106,333.3131,293.55,34.54798745,0.394305756
36883520,36883429,36883537,36883368,36883389,36883510,36883418,36883359,259.58,240.6172,261.6172,281.6797,291.6172,310.3672,334.8722,274.08,30.01374283,0.354840396
36883520,36883341,36883506,36883418,36883361,36883515,36883537,36883422,257.09,239.4569,258.7694,278.7694,290.0194,309.5194,329.7819,267.08,29.39013657,0.317348407
36883520,36883549,36883418,36883506,36883376,36883515,36883398,36883357,261.84,243.3933,262.7683,282.1433,292.1433,311.1433,330.1583,304.56,36.53439084,0.391798882
36883422,36883429,36883418,36883389,36883376,36883378,36883398,36883359,257.25,239.9962,258.4962,276.9962,286.7462,305.2587,325.9987,255.56,29.14352484,0.329886303
36883520,36883402,36883418,36883398,36883359,36883335,36883506,36883357,259.82,241.7972,260.0472,279.7972,290.2972,307.0472,327.3097,286.47,33.25216975,0.359474615
36883520,36883549,36883381,36883368,36883398,36883515,36883412,36883378,260.92,243.2324,262.2324,281.7949,292.7324,311.9949,333.7374,283.68,32.24659743,0.375179606
36883520,36883510,36883506,36883349,36883376,36883378,36883537,36883361,260.52,242.5637,262.0637,281.5637,292.3137,310.5637,333.0687,276.61,32.46027155,0.372136719
36883520,36883549,36883510,36883389,36883361,36883515,36883398,36883368,260.49,240.9547,261.2047,280.5172,291.9547,309.7297,333.2122,291.43,35.03856661,0.372114364
36883520,36883429,36883418,36883368,36883376,36883510,36883349,36883506,260.5,242.0435,260.7935,279.856,291.0435,308.5435,330.7935,278.06,30.60165113,0.369666516
36883402,36883549,36883506,36883483,36883398,36883520,36883368,36883418,261.33,242.782,262.282,282.282,292.282,310.282,330.5345,302.85,35.7702886,0.385226199
36883520,36883549,36883381,36883537,36883398,36883515,36883418,36883368,258.77,240.1286,259.6286,280.6911,291.6286,308.8786,330.8811,288.37,32.7827957,0.342758388
36883335,36883549,36883520,36883418,36883376,36883422,36883398,36883515,259.91,241.0194,260.5194,280.5194,291.5194,309.5194,329.5269,286.42,33.25755154,0.365667144
36883520,36883402,36883349,36883368,36883389,36883378,36883506,36883361,263.42,246.2035,264.4535,283.9535,294.2035,311.716,332.456,292.81,34.68236285,0.414623747
36883335,36883549,36883418,36883389,36883398,36883378,36883368,36883361,258.44,240.1432,259.7057,278.7057,288.4557,309.2057,328.2082,279.92,33.33907258,0.338886989
36883515,36883341,36883506,36883418,36883359,36883520,36883389,36883378,262.68,244.1237,265.3737,284.6862,295.6237,315.1237,334.3812,289.17,31.97708802,0.405514423
36883520,36883510,36883537,36883398,36883361,36883335,36883389,36883357,255.8,237.6525,256.1525,275.4025,286.94,303.9025,326.91,258.51,29.99426775,0.308525424
36883335,36883402,36883543,36883418,36883357,36883520,36883389,36883378,259.92,243.8867,262.8867,281.1367,291.4242,309.1367,331.6392,290.9,33.40068359,0.360830474
36883378,36883510,36883543,36883412,36883385,36883520,36883418,36883368,258.15,241.2733,260.7108,280.0858,291.1233,309.3483,328.5908,280.27,26.38472222,0.334003726
36883378,36883549,36883506,36883483,36883376,36883520,36883412,36883361,259.9,241.8516,262.1641,281.2266,291.7016,309.9266,330.4166,276.78,32.2557719,0.357140426
36883520,36883402,36883483,36883398,36883412,36883549,36883418,36883368,261.31,243.1016,262.1016,282.1016,292.6016,310.8516,333.8541,291.63,33.84933848,0.381865948
36883335,36883402,36883537,36883418,36883361,36883378,36883520,36883376,261.64,244.3067,264.5567,283.5567,293.5567,311.8067,333.3067,284.87,32.42998688,0.386653515
36883515,36883402,36883349,36883398,36883359,36883335,36883418,36883520,258.89,240.6359,258.3859,278.6984,289.6359,307.3859,330.3884,274.82,31.58691385,0.347631101
36883520,36883341,36883537,36883506,36883361,36883422,36883398,36883357,255.85,237.2395,257.052,277.052,287.302,305.802,327.0545,255.44,28.49013033,0.303952741
36883520,36883429,36883418,36883506,36883376,36883549,36883368,36883357,262.02,244.3889,263.2639,282.8889,292.8889,310.8889,330.1389,291.41,32.41983034,0.396360388
36883520,36883510,36883537,36883368,36883376,36883341,36883398,36883357,258.39,240.0795,259.3295,279.5795,289.3295,307.3295,327.587,262.15,29.10244481,0.338769566
36883402,36883341,36883418,36883412,36883357,36883520,36883368,36883398,260.97,243.709,262.209,281.459,291.709,310.209,331.7165,279.5,30.60451972,0.376526797
36883378,36883363,36883418,36883368,36883361,36883335,36883543,36883376,255.28,236.804,256.804,275.554,285.0915,304.5665,321.8065,263.31,31.07865529,0.300571389
36883378,36883402,36883520,36883389,36883412,36883510,36883368,36883359,260.87,243.5963,262.9713,282.3463,292.5963,309.0963,330.5963,286.65,33.63465817,0.372719325
36883335,36883510,36883349,36883368,36883361,36883520,36883506,36883376,258.59,239.9934,258.4934,277.9934,288.2434,305.4934,326.2434,266.04,30.8848774,0.34504724
36883378,36883429,36883381,36883412,36883357,36883335,36883368,36883398,246.73,230.0264,248.0264,266.2764,277.2764,295.0264,314.2839,214.22,23.47559019,0.206097931
36883520,36883429,36883543,36883537,36883376,36883422,36883418,36883357,255.73,238.3369,257.8369,276.8994,288.5869,306.0869,324.3469,262.53,28.74384269,0.301127248
36883378,36883549,36883537,36883398,36883376,36883520,36883368,36883359,263.21,244.6348,265.3848,285.3848,295.1348,315.1348,335.1523,300.03,35.60657867,0.420271595
36883429,36883549,36883520,36883537,36883376,36883378,36883510,36883357,256.89,240.152,258.652,278.7145,289.652,308.6645,329.157,266.67,29.41587593,0.312867026
36883515,36883429,36883418,36883398,36883359,36883378,36883506,36883361,257.7,239.0445,258.0445,277.2945,287.5445,308.557,330.0445,260.88,29.80549385,0.332208687
36883378,36883402,36883506,36883412,36883361,36883515,36883368,36883357,255.79,238.1042,257.1042,276.1042,286.3542,302.6042,324.1092,258.08,31.37529349,0.30870803
36883378,36883549,36883520,36883506,36883361,36883335,36883418,36883376,263.02,245.2123,264.9623,284.4623,295.7498,313.7123,331.9623,301.78,35.01193174,0.41300202
36883520,36883402,36883483,36883506,36883398,36883422,36883389,36883361,256.81,238.4376,257.4376,275.9376,287.1876,305.9501,328.6901,267.08,31.63433116,0.317360212
36883520,36883363,36883537,36883506,36883361,36883335,36883368,36883378,259.91,242.4998,261.7498,279.9998,291.7498,308.7498,329.2598,277.73,31.84491632,0.360193235
36883515,36883510,36883506,36883398,36883412,36883520,36883368,36883418,261.65,242.7284,261.9784,282.7284,292.9784,311.2284,332.2309,300.51,35.43489719,0.389983998
36883520,36883549,36883483,36883506,36883361,36883335,36883537,36883378,256.95,238.8881,258.7631,279.1381,289.8881,308.8881,330.9056,266.12,30.34943724,0.322083851
36883520,36883363,36883418,36883349,36883361,36883549,36883398,36883376,262.01,241.7062,262.0187,282.0187,292.2687,311.5187,332.7687,290.79,34.34116989,0.403523718
36883515,36883549,36883418,36883483,36883398,36883520,36883412,36883376,260.17,241.4088,260.6588,280.6588,293.1588,311.4088,328.1588,281.42,32.67399521,0.369542936
36883520,36883549,36883543,36883349,36883361,36883515,36883368,36883359,259.34,239.5591,260.3716,280.1216,290.1216,307.8716,328.3766,278.78,33.13226282,0.354954682
36883378,36883429,36883520,36883389,36883376,36883549,36883418,36883361,262.45,244.9121,264.6621,284.6621,295.1621,313.4246,332.1621,291.33,32.19093454,0.403536778
36883378,36883549,36883520,36883412,36883359,36883515,36883418,36883389,264.65,246.64,267.39,287.14,297.89,317.39,336.3925,302,35.41266753,0.441726287
36883515,36883549,36883483,36883425,36883361,36883520,36883398,36883376,256.75,237.3336,257.5836,276.3961,287.8336,304.3336,322.8336,252.52,28.27699829,0.316503069
36883515,36883363,36883483,36883418,36883376,36883520,36883537,36883506,257.9,239.6445,258.6445,278.8945,289.8945,308.657,330.897,271.36,31.40877921,0.330129189
36883378,36883402,36883418,36883398,36883389,36883510,36883520,36883376,263.91,246.1427,266.0177,284.8927,294.6427,312.6552,337.1477,308.1,36.58688029,0.41987034
36883520,36883402,36883418,36883368,36883357,36883549,36883412,36883398,262.96,245.1557,264.2807,282.9057,293.1932,311.9057,335.9057,303.55,35.81603919,0.412443024
36883378,36883510,36883520,36883506,36883376,36883515,36883412,36883361,259.69,241.521,260.771,281.021,291.521,309.0335,329.521,280.88,33.07748907,0.352671478
36883520,36883341,36883537,36883398,36883376,36883378,36883368,36883359,261.22,243.1881,263.1881,282.9381,293.4381,311.4506,333.4381,275.98,30.42553737,0.379898225
36883520,36883363,36883506,36883412,36883389,36883378,36883368,36883422,260.58,244.2362,262.4862,281.2987,292.7362,310.4862,329.7362,287.03,33.6520046,0.364203157
36883378,36883549,36883349,36883506,36883361,36883335,36883520,36883359,260.47,242.3073,261.5573,280.8073,291.0573,308.5573,333.8173,277.13,32.09908495,0.368273988
36883378,36883341,36883418,36883368,36883376,36883510,36883543,36883361,256.55,238.1783,257.6783,278.1783,288.6783,307.1908,327.1808,260.83,29.63971838,0.313075125
36883378,36883341,36883418,36883368,36883359,36883515,36883412,36883376,257.64,239.8171,259.4421,279.0671,289.5671,306.5796,326.3196,253.82,28.5785904,0.329212393
36883515,36883402,36883418,36883483,36883398,36883520,36883537,36883376,258.81,241.1836,259.5586,279.4336,290.4336,307.9336,327.4411,275.73,31.98196911,0.340737288
36883378,36883429,36883349,36883368,36883357,36883402,36883398,36883376,253.94,236.9804,254.2304,273.2304,282.9804,299.9804,320.4854,242.15,27.77990677,0.286429101
36883335,36883429,36883418,36883412,36883398,36883378,36883520,36883359,260.93,243.7753,262.7753,281.5253,292.5253,311.5253,330.2778,271.51,28.83768863,0.376137974
36883422,36883363,36883506,36883368,36883398,36883520,36883412,36883361,258.66,239.5529,258.1154,278.3654,289.3654,306.6279,329.1254,277.92,32.81446337,0.342396313
36883520,36883549,36883483,36883506,36883359,36883515,36883368,36883537,257.64,238.7337,258.7337,279.9837,290.2712,307.9837,331.7437,272.45,31.98301154,0.327751544
36883335,36883402,36883520,36883398,36883376,36883515,36883483,36883361,256.74,237.2278,257.2278,275.7278,286.7278,303.4903,321.2303,251.63,29.10786921,0.321912423
36883378,36883363,36883506,36883425,36883412,36883520,36883418,36883361,260.22,243.0883,262.3383,281.5883,291.3758,311.3383,330.0933,279.28,30.5676584,0.369097598
36883335,36883510,36883506,36883418,36883398,36883378,36883412,36883357,253.73,237.4482,254.6982,273.6982,284.1982,303.4482,321.7057,260.7,30.72959094,0.284738425
36883520,36883402,36883506,36883398,36883376,36883378,36883483,36883349,261.32,243.8196,261.8196,281.3196,291.3196,308.8196,330.3246,276.73,32.37813012,0.386345446
36883335,36883429,36883537,36883349,36883357,36883520,36883368,36883376,253.76,236.8357,254.8357,273.1482,283.3732,302.0857,320.0882,237.97,25.72333268,0.272358898
36883422,36883363,36883506,36883398,36883389,36883520,36883349,36883418,258.43,239.8329,259.0829,278.0829,288.5829,305.3454,328.5854,287.26,33.86138789,0.330585705
36883520,36883429,36883506,36883398,36883361,36883515,36883368,36883359,259.12,239.3185,259.5685,278.0685,288.3185,306.581,328.0735,271.03,30.36081418,0.352990725
36883520,36883402,36883363,36883389,36883376,36883378,36883368,36883359,262.37,244.3188,264.0688,283.0688,293.3188,311.0688,330.8188,290.39,34.38902084,0.395362212
36883422,36883353,36883520,36883418,36883359,36883549,36883412,36883361,257.46,238.6793,258.2418,279.2418,290.9918,308.5043,328.2543,265.17,27.81604234,0.327233494
36883520,36883341,36883418,36883389,36883361,36883363,36883398,36883359,258.63,239.6352,258.8852,278.3852,289.6352,307.8852,331.1377,272.72,30.18473984,0.341261496
36883335,36883510,36883506,36883398,36883376,36883378,36883520,36883361,259.92,241.2977,260.5477,280.0477,290.5477,309.2977,325.0502,282.32,32.89323814,0.36272058
36883515,36883363,36883543,36883537,36883359,36883520,36883368,36883418,258.52,240.1167,259.9917,279.6167,290.6542,309.8667,329.6242,287.31,33.55652035,0.337514933
36883520,36883510,36883543,36883537,36883357,36883515,36883368,36883376,257.97,239.7899,259.5399,279.1024,289.5399,309.2899,327.2999,273.1,32.26927262,0.336918639
36883515,36883402,36883418,36883398,36883389,36883363,36883520,36883378,263.56,246.1935,265.1935,283.756,294.9435,313.206,334.9435,304.58,35.99599546,0.414223747
36883378,36883363,36883520,36883368,36883359,36883549,36883537,36883376,261.75,243.5758,263.3258,283.5758,294.0758,313.8258,336.8308,290.88,34.25470304,0.389360957
36883378,36883549,36883418,36883389,36883376,36883515,36883520,36883398,265.05,247.0967,267.0967,286.0967,296.3842,315.5967,336.3492,314.58,37.58671408,0.44855178
36883520,36883510,36883543,36883506,36883357,36883549,36883368,36883361,257.71,239.3956,258.2081,278.4581,288.4956,306.9581,331.4681,290.12,34.83347308,0.330290068
36883520,36883429,36883418,36883398,36883376,36883402,36883510,36883378,261.28,243.8279,262.5779,281.5779,292.5779,309.8279,328.3304,289.56,31.92638242,0.377542936
36883422,36883363,36883543,36883389,36883359,36883520,36883398,36883378,259.28,241.7443,260.7443,279.8068,289.7443,307.5068,327.4943,284.52,33.73131907,0.349527365
36883378,36883549,36883418,36883412,36883359,36883515,36883506,36883357,257.38,240.0729,259.0729,278.8229,288.8229,307.0729,328.5729,272.96,32.97208552,0.327190038
36883515,36883363,36883418,36883412,36883357,36883520,36883537,36883376,259.53,241.2682,260.8932,280.5182,291.5557,308.5182,329.7682,272.06,31.44895139,0.358271478
36883520,36883363,36883349,36883368,36883376,36883335,36883398,36883359,258.99,239.8203,258.3203,277.0703,288.5703,306.0828,326.3203,263.72,30.50227693,0.351245416
36883378,36883353,36883520,36883418,36883361,36883549,36883543,36883359,258.78,241.0861,261.5861,281.8361,291.8736,310.3361,330.0986,287.34,30.31201291,0.341809942
36883520,36883363,36883506,36883425,36883389,36883378,36883368,36883361,260.54,242.3486,261.5986,281.5986,292.0986,310.0986,328.8511,278.13,31.05722199,0.367449123
36883515,36883402,36883506,36883368,36883359,36883520,36883398,36883422,260.3,241.2136,260.2761,280.2761,290.5261,309.0261,328.5286,287.26,34.44245106,0.3638603
